X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y
2502100.215,2445820.25,263,T20160014087,2016/06/27 00:00:00+00,17.:2.00,1,4,Collision with a fixed object,A,A,25,2,Drivers,M,On MERRIANG ROAD 172m NW from Int JANNA ROAD,305152,N,N,Non Intersection,5515,MERRIANG,ROAD,JANNA,ROAD,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2502100.215,2445820.25
2494428.152,2423049.418,264,T20160014096,2016/06/28 00:00:00+00,00.:4.00,2,2,Struck Pedestrian,A,04,33,1,Pedestrians,M,On WESTERN RING ROAD(R) 1020m E from Int WIDFORD STREET,305225,N,N,Non Intersection,2900,WESTERN RING,ROAD,WIDFORD,STREET,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494428.152,2423049.418
2617911.907,2569331.038,265,T20160014161,2016/06/27 00:00:00+00,12.:5.00,2,1,Collision with vehicle,A,A,82,2,Drivers,M,On GRETA ROAD 78m S from Int OKEEFFE STREET,305328,N,N,Non Intersection,5492,GRETA,ROAD,OKEEFFE,STREET,Declared Road,WANGARATTA,NORTH EASTERN REGION,Country,2617911.907,2569331.038
2670053.827,2597044.688,266,T20160014395,2016/07/02 00:00:00+00,00.:0.00,1,6,Vehicle overturned (no collision),A,A,36,2,Drivers,M,On STOCK ROUTE 452m SW from Int WRIGHT ROAD,305916,N,N,Non Intersection,9999,STOCK,ROUTE,WRIGHT,ROAD,Non Declared Road,WODONGA,NORTH EASTERN REGION,Country,2670053.827,2597044.688
2535330.434,2454335.545,267,T20160014659,2016/07/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,37,2,Drivers,M,On BREAK ODAY ROAD 1201m E from Int WALLS ROAD,305440,N,N,Non Intersection,9999,BREAK ODAY,ROAD,WALLS,ROAD,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2535330.434,2454335.545
2194226.541,2379781.365,268,T20160014905,2016/07/08 00:00:00+00,14.:4.00,2,1,Collision with vehicle,A,03,45,3,Passengers,M,On PRINCES HIGHWAY 1325m E from Int BOURKES ROAD,305633,N,N,Non Intersection,2500,PRINCES,HIGHWAY,BOURKES,ROAD,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2194226.541,2379781.365
2468714.229,2562903.207,269,T20160015002,2016/07/10 00:00:00+00,00.:4.00,1,4,Collision with a fixed object,A,A,59,2,Drivers,M,On NORTHERN HIGHWAY 232m SW from Int WEIR ROAD,305632,N,N,Non Intersection,2540,NORTHERN,HIGHWAY,WEIR,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2468714.229,2562903.207
2436712.162,2432763.776,270,T20160015151,2016/07/12 00:00:00+00,11.:4.00,2,1,Collision with vehicle,A,A,21,2,Drivers,M,On WESTERN FREEWAY 1953m E from Int WESTERN OUT-OLD MELBOURNE RAMP OF,305704,N,N,Non Intersection,2520,WESTERN,FREEWAY,WESTERN OUT-OLD MELBOURNE OF,RAMP,Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2436712.162,2432763.776
2505012.076,2407880.324,271,T20160015257,2016/07/13 00:00:00+00,16.:0.00,1,2,Struck Pedestrian,A,01,88,1,Pedestrians,M,On BURKE ROAD 54m S from Int BURKE AVENUE,305835,N,N,Non Intersection,5874,BURKE,ROAD,BURKE,AVENUE,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2505012.076,2407880.324
2541462.771,2571703.086,272,T20160015290,2016/07/13 00:00:00+00,23.:4.00,2,1,Collision with vehicle,A,A,39,2,Drivers,F,On LEMNOS NORTH ROAD 317m N from Int HILL ROAD,305791,N,N,Non Intersection,9999,LEMNOS NORTH,ROAD,HILL,ROAD,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2541462.771,2571703.086
2508628.283,2400562.208,273,T20160015296,2016/07/14 00:00:00+00,02.:4.00,1,2,Struck Pedestrian,A,01,30,1,Pedestrians,M,On FERNTREE GULLY ROAD 19m E from Int DANDENONG ROAD,307630,N,N,Non Intersection,5799,FERNTREE GULLY,ROAD,DANDENONG,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2508628.283,2400562.208
2496677.384,2420669.517,274,T20160015488,2016/07/16 00:00:00+00,04.:5.00,2,1,Collision with vehicle,A,A,32,2,Drivers,M,At Int of SYDNEY ROAD(R) and LORNE STREET,221487,I,I,Intersection,5500,SYDNEY,ROAD,LORNE,STREET,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2496677.384,2420669.517
2601862.586,2365506.24,275,T20160015538,2016/07/16 00:00:00+00,20.:1.00,3,1,Collision with vehicle,A,A,29,2,Drivers,M,On PRINCES HIGHWAY 285m W from Int WATERLOO ROAD ALT,305896,N,N,Non Intersection,2510,PRINCES,HIGHWAY,WATERLOO ALT,ROAD,Declared Road,BAW BAW,EASTERN REGION,Country,2601862.586,2365506.24
2520132.159,2405867.597,276,T20160015675,2016/07/18 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,01,60,1,Pedestrians,F,On MOUNTAIN HIGHWAY 21m SW from Int BORONIA ROAD,40894,N,N,Non Intersection,5783,MOUNTAIN,HIGHWAY,BORONIA,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2520132.159,2405867.597
2454543.308,2367391.656,277,T20160015791,2016/07/19 00:00:00+00,23.:1.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,At Int of BELLARINE HIGHWAY and FINES LANE,305992,I,I,Intersection,2730,BELLARINE,HIGHWAY,FINES,LANE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2454543.308,2367391.656
2473907.266,2455758.767,278,T20160015823,2016/07/20 00:00:00+00,07.:0.00,1,3,Struck animal,A,A,21,2,Drivers,M,At Int of RANKINS ROAD and MOUNT ELIZA ROAD,306069,I,I,Intersection,9999,RANKINS,ROAD,MOUNT ELIZA,ROAD,Non Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2473907.266,2455758.767
2488163.22,2414479.572,279,T20160015973,2016/07/22 00:00:00+00,00.:3.00,1,4,Collision with a fixed object,A,01,18,5,Pillion Passengers,M,At Int of CANNING STREET -MILITARY ROAD and CANNING STREET,45192,I,I,Intersection,5864,CANNING STREET -MILITARY,ROAD,CANNING,STREET,Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2488163.22,2414479.572
2647130.424,2386393.095,280,T20160016100,2016/07/23 00:00:00+00,08.:5.00,1,4,Collision with a fixed object,A,A,49,2,Drivers,F,On TRARALGON-MAFFRA ROAD 143m E from Int TOONGABBIE-COWWARR ROAD,306208,N,N,Non Intersection,5543,TRARALGON-MAFFRA,ROAD,TOONGABBIE-COWWARR,ROAD,Declared Road,WELLINGTON,EASTERN REGION,Country,2647130.424,2386393.095
2485656.485,2483012.558,281,T20160016138,2016/07/23 00:00:00+00,21.:1.00,1,4,Collision with a fixed object,A,A,46,2,Drivers,F,On LANCEFIELD-PYALONG ROAD 578m W from Int FULLARDS ROAD,306568,N,N,Non Intersection,9999,LANCEFIELD-PYALONG,ROAD,FULLARDS,ROAD,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2485656.485,2483012.558
2396495.023,2435442.029,282,T20160016146,2016/07/23 00:00:00+00,23.:0.00,1,4,Collision with a fixed object,A,A,22,4,Motorcyclists,M,On SUTTON STREET 14m S from Int SUTTON STREET ALT,307054,N,N,Non Intersection,9999,SUTTON,STREET,SUTTON ALT,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2396495.023,2435442.029
2445398.173,2368899.865,283,T20160016158,2016/07/24 00:00:00+00,09.:3.00,1,2,Struck Pedestrian,A,01,71,1,Pedestrians,M,On FELLMONGERS ROAD 4m E from Int HITCHCOCK STREET,307129,N,N,Non Intersection,5896,FELLMONGERS,ROAD,HITCHCOCK,STREET,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2445398.173,2368899.865
2569777.351,2379754.152,284,T20160016189,2016/07/24 00:00:00+00,17.:2.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,F,On PRINCES WAY 122m E from Int WILTSHIRE ROAD,306579,N,N,Non Intersection,9999,PRINCES,WAY,WILTSHIRE,ROAD,Non Declared Road,BAW BAW,EASTERN REGION,Country,2569777.351,2379754.152
2514246.88,2558848.682,285,T20160016195,2016/07/25 00:00:00+00,04.:1.00,2,1,Collision with vehicle,A,B,67,2,Drivers,M,At Int of RUSHWORTH-TATURA ROAD and HARSTON ROAD,296719,I,I,Intersection,5373,RUSHWORTH-TATURA,ROAD,HARSTON,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2514246.88,2558848.682
2521177.55,2388747.91,286,T20160016263,2016/07/25 00:00:00+00,18.:5.00,1,4,Collision with a fixed object,A,A,36,2,Drivers,M,On PRINCES HIGHWAY EAST 7m W from Int PRINCES HIGHWAY,306256,N,N,Non Intersection,2510,PRINCES,HIGHWAY,PRINCES,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2521177.55,2388747.91
2317208.023,2324614.997,287,T20160016270,2016/07/25 00:00:00+00,18.:1.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On CURDIEVALE-PORT CAMPBELL ROAD 219m W from Int DUNBARS ROAD,306257,N,N,Non Intersection,9999,CURDIEVALE-PORT CAMPBELL,ROAD,DUNBARS,ROAD,Non Declared Road,CORANGAMITE,SOUTH WESTERN REGION,Country,2317208.023,2324614.997
2646463.944,2314524.947,288,T20160016403,2016/07/27 00:00:00+00,05.:4.00,1,5,Collision with some other object,A,A,16,2,Drivers,M,On YARRAM-PORT ALBERT ROAD 225m SE from Int KILGOWERS ROAD,306352,N,N,Non Intersection,5626,YARRAM-PORT ALBERT,ROAD,KILGOWERS,ROAD,Declared Road,WELLINGTON,EASTERN REGION,Country,2646463.944,2314524.947
2366831.682,2570712.782,289,T20160016565,2016/07/29 00:00:00+00,15.:5.00,1,4,Collision with a fixed object,A,A,74,2,Drivers,F,On CALDER HIGHWAY 541m NW from Int BAKERS ROAD,306538,N,N,Non Intersection,2530,CALDER,HIGHWAY,BAKERS,ROAD,Declared Road,LODDON,NORTHERN REGION,Bendigo,2366831.682,2570712.782
2495478.623,2410610.322,290,T20160016677,2016/07/30 00:00:00+00,02.:1.00,1,2,Struck Pedestrian,A,01,24,1,Pedestrians,F,At Int of KING STREET and HAWKE STREET,29377,I,I,Intersection,5041,KING,STREET,HAWKE,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2495478.623,2410610.322
2305393.729,2379867.687,291,T20160016737,2016/07/31 00:00:00+00,18.:2.00,2,1,Collision with vehicle,A,A,58,2,Drivers,F,On HAMILTON HIGHWAY 258m SE from Int KINGS LANE,306520,N,N,Non Intersection,2780,HAMILTON,HIGHWAY,KINGS,LANE,Declared Road,MOYNE,SOUTH WESTERN REGION,Country,2305393.729,2379867.687
2512384.007,2398288.414,292,T20160016750,2016/08/01 00:00:00+00,06.:1.00,1,4,Collision with a fixed object,A,A,27,2,Drivers,M,On WELLINGTON ROAD(R) 20m E from Int WELLINGTON ROAD SERVICE ROAD REV,308335,N,N,Non Intersection,2290,WELLINGTON,ROAD,WELLINGTON REV,ROAD SERVICE ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512384.007,2398288.414
2443814.193,2368731.225,293,T20160016815,2016/08/01 00:00:00+00,15.:0.00,2,4,Collision with a fixed object,A,B,85,2,Drivers,M,On BREAKWATER ROAD 61m W from Int GUNDOG LANE,307974,N,N,Non Intersection,5896,BREAKWATER,ROAD,GUNDOG,LANE,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2443814.193,2368731.225
2435344.958,2351483.689,294,T20160016975,2016/08/03 00:00:00+00,09.:2.00,2,1,Collision with vehicle,A,01,57,3,Passengers,F,On ANGLESEA ROAD 388m N from Int GREAT OCEAN ROAD,306713,N,N,Non Intersection,5010,ANGLESEA,ROAD,GREAT OCEAN,ROAD,Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2435344.958,2351483.689
2442383.354,2374268.596,295,T20160017115,2016/08/05 00:00:00+00,00.:3.00,1,4,Collision with a fixed object,A,A,24,2,Drivers,M,At Int of BALLARAT ROAD -CHURCH STREET and CHURCH STREET,49840,I,I,Intersection,2590,BALLARAT ROAD -CHURCH,STREET,CHURCH,STREET,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442383.354,2374268.596
2430659.052,2438411.163,296,T20160017208,2016/08/05 00:00:00+00,21.:5.00,1,4,Collision with a fixed object,A,A,48,2,Drivers,F,On FRICHOTS LANE 352m N from Int STONE HUT LANE,306808,N,N,Non Intersection,9999,FRICHOTS,LANE,STONE HUT,LANE,Non Declared Road,MOORABOOL,WESTERN REGION,Ballarat,2430659.052,2438411.163
2514264.779,2412413.097,297,T20160017260,2016/08/06 00:00:00+00,20.:0.00,2,1,Collision with vehicle,A,01,93,3,Passengers,F,At Int of BLACKBURN ROAD and DONCASTER ROAD,39459,I,I,Intersection,5307,BLACKBURN,ROAD,DONCASTER,ROAD,Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2514264.779,2412413.097
2524334.043,2379679.28,298,T20160017353,2016/08/08 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,02, ,3,Passengers,F,On SOUTH GIPPSLAND HIGHWAY 210m SE from Int THOMPSONS ROAD,307024,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,THOMPSONS,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524334.043,2379679.28
2501688.341,2399978.779,299,T20160017452,2016/08/09 00:00:00+00,18.:5.00,1,2,Struck Pedestrian,A,02,44,1,Pedestrians,M,At Int of NORTH ROAD and HAWTHORN ROAD,41261,I,I,Intersection,2060,NORTH,ROAD,HAWTHORN,ROAD,Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2501688.341,2399978.779
2442036.624,2368951.151,300,T20160017537,2016/08/10 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,87,2,Drivers,M,At Int of HIGH STREET and WATSON AVENUE,29952,I,I,Intersection,9999,HIGH,STREET,WATSON,AVENUE,Non Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442036.624,2368951.151
2480518.766,2417384.335,301,T20160017663,2016/08/12 00:00:00+00,14.:2.00,2,1,Collision with vehicle,A,B,37,4,Motorcyclists,M,At Int of STATION ROAD and DISRAELI STREET,44913,I,I,Intersection,5493,STATION,ROAD,DISRAELI,STREET,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480518.766,2417384.335
2526048.579,2414483.864,302,T20160017666,2016/08/12 00:00:00+00,16.:2.00,1,2,Struck Pedestrian,A,01,51,1,Pedestrians,M,On WHITEHORSE ROAD 2m NE from Int MAROONDAH HIGHWAY,307087,N,N,Non Intersection,2720,MAROONDAH,HIGHWAY,MAROONDAH,HIGHWAY,Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2526048.579,2414483.864
2496798.176,2419272.678,303,T20160017708,2016/08/13 00:00:00+00,07.:5.00,1,2,Struck Pedestrian,A,01,85,1,Pedestrians,M,At Int of SYDNEY ROAD and BAKERS ROAD,851,I,I,Intersection,5500,SYDNEY,ROAD,BAKERS,ROAD,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2496798.176,2419272.678
2225877.091,2456059.926,304,T20160017740,2016/08/13 00:00:00+00,13.:3.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On NATIMUK-HAMILTON ROAD 1495m SE from Int MELVILLE FOREST-VASEY ROAD,307096,N,N,Non Intersection,5140,NATIMUK-HAMILTON,ROAD,MELVILLE FOREST-VASEY,ROAD,Declared Road,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,Country,2225877.091,2456059.926
2439345.152,2535412.55,305,T20160017774,2016/08/14 00:00:00+00,03.:0.00,1,2,Struck Pedestrian,A,01,45,1,Pedestrians,F,On MIDLAND HIGHWAY 302m S from Int BUCKLEYS LANE,307115,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,BUCKLEYS,LANE,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2439345.152,2535412.55
2382135.682,2356290.649,306,T20160018085,2016/08/18 00:00:00+00,08.:2.00,2,1,Collision with vehicle,A,B,50,2,Drivers,M,At Int of MCKAYS ROAD and RYANS ROAD,50579,I,I,Intersection,9999,MCKAYS,ROAD,RYANS,ROAD,Non Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2382135.682,2356290.649
2318313.993,2535640.561,307,T20160018120,2016/08/18 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,A,63,2,Drivers,F,On WIMMERA HIGHWAY 1195m SW from Int BOYLE ROAD,307264,N,N,Non Intersection,2110,WIMMERA,HIGHWAY,BOYLE,ROAD,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2318313.993,2535640.561
2278833.568,2525200.29,308,T20160018131,2016/08/18 00:00:00+00,14.:3.00,2,1,Collision with vehicle,A,B,56,2,Drivers,F,At Int of MURTOA-GLENORCHY ROAD and HORSHAM-LUBECK ROAD,234221,I,I,Intersection,5201,MURTOA-GLENORCHY,ROAD,HORSHAM-LUBECK,ROAD,Declared Road,YARRIAMBIACK,WESTERN REGION,Country,2278833.568,2525200.29
2652456.856,2574469.624,309,T20160018178,2016/08/19 00:00:00+00,09.:2.00,2,1,Collision with vehicle,A,A,41,2,Drivers,M,On BEECHWORTH-WODONGA ROAD 872m SW from Int MAGPIE LANE,307296,N,N,Non Intersection,5463,BEECHWORTH-WODONGA,ROAD,MAGPIE,LANE,Declared Road,INDIGO,NORTH EASTERN REGION,Country,2652456.856,2574469.624
2652456.856,2574469.624,310,T20160018178,2016/08/19 00:00:00+00,09.:2.00,2,1,Collision with vehicle,A,B,43,2,Drivers,M,On BEECHWORTH-WODONGA ROAD 872m SW from Int MAGPIE LANE,307296,N,N,Non Intersection,5463,BEECHWORTH-WODONGA,ROAD,MAGPIE,LANE,Declared Road,INDIGO,NORTH EASTERN REGION,Country,2652456.856,2574469.624
2154388.267,2555554.309,311,T20160018308,2016/08/21 00:00:00+00,10.:3.00,1,4,Collision with a fixed object,A,A,38,2,Drivers,M,On SOUTH LILLIMUR ROAD 25m SW from Int D HAWKER ROAD,307336,N,N,Non Intersection,9999,SOUTH LILLIMUR,ROAD,D HAWKER,ROAD,Non Declared Road,WEST WIMMERA,WESTERN REGION,Country,2154388.267,2555554.309
2382891.651,2401902.236,312,T20160018316,2016/08/21 00:00:00+00,15.:3.00,2,1,Collision with vehicle,A,A,56,2,Drivers,M,On ROKEWOOD-SKIPTON ROAD 388m SE from Int MILL ROAD,307337,N,N,Non Intersection,5181,ROKEWOOD-SKIPTON,ROAD,MILL,ROAD,Declared Road,GOLDEN PLAINS,SOUTH WESTERN REGION,Country,2382891.651,2401902.236
2725969.09,2403522.331,313,T20160018352,2016/08/22 00:00:00+00,06.:2.00,2,1,Collision with vehicle,A,A,28,2,Drivers,M,On POWER STATION ROAD 531m S from Int BAIRNSDALE-DARGO ROAD,307408,N,N,Non Intersection,9999,POWER STATION,ROAD,BAIRNSDALE-DARGO,ROAD,Non Declared Road,EAST GIPPSLAND,EASTERN REGION,Country,2725969.09,2403522.331
2601550.569,2478938.353,314,T20160018506,2016/08/24 00:00:00+00,12.:3.00,1,4,Collision with a fixed object,A,A,87,2,Drivers,M,On MANSFIELD-WOODS POINT ROAD 2655m N from Int JENKIN ROAD,307698,N,N,Non Intersection,5501,MANSFIELD-WOODS POINT,ROAD,JENKIN,ROAD,Declared Road,MANSFIELD,NORTH EASTERN REGION,Country,2601550.569,2478938.353
2507586.788,2397401.303,315,T20160018510,2016/08/24 00:00:00+00,06.:1.00,2,1,Collision with vehicle,A,B,33,4,Motorcyclists,M,At Int of CENTRE ROAD and ELORA ROAD,42335,I,I,Intersection,5304,CENTRE,ROAD,ELORA,ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2507586.788,2397401.303
2529953.624,2619173.488,316,T20160018599,2016/08/25 00:00:00+00,10.:2.00,2,1,Collision with vehicle,A,A,24,2,Drivers,M,At Int of MURRAY VALLEY HIGHWAY and WAAIA-BEARII ROAD,53372,I,I,Intersection,2570,MURRAY VALLEY,HIGHWAY,WAAIA-BEARII,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2529953.624,2619173.488
2494693.485,2426114.773,317,T20160018684,2016/08/26 00:00:00+00,11.:5.00,2,1,Collision with vehicle,A,B,25,4,Motorcyclists,M,At Int of BARRY ROAD and DALLAS DRIVE,45057,I,I,Intersection,5439,BARRY,ROAD,DALLAS,DRIVE,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2494693.485,2426114.773
2524797.08,2391432.885,318,T20160018714,2016/08/26 00:00:00+00,14.:3.00,2,1,Collision with vehicle,A,A,77,2,Drivers,F,On HEATHERTON ROAD 28m E from Int FAIRMONT COURT,307529,N,N,Non Intersection,5970,HEATHERTON,ROAD,FAIRMONT,COURT,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524797.08,2391432.885
2384745.223,2676156.734,319,T20160018725,2016/08/26 00:00:00+00,16.:1.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,F,On PENTAL ISLAND ROAD 1699m NW from Int FISH POINT ROAD,308842,N,N,Non Intersection,9999,PENTAL ISLAND,ROAD,FISH POINT,ROAD,Non Declared Road,SWAN HILL,NORTHERN REGION,Country,2384745.223,2676156.734
2507485.879,2398963.736,320,T20160018740,2016/08/26 00:00:00+00,18.:2.00,2,1,Collision with vehicle,A,A,26,4,Motorcyclists,M,On WARRIGAL ROAD 7m N from Int BIRDWOOD STREET,307600,N,N,Non Intersection,2070,WARRIGAL,ROAD,BIRDWOOD,STREET,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2507485.879,2398963.736
2487271.163,2419334.033,321,T20160018752,2016/08/26 00:00:00+00,23.:4.00,1,4,Collision with a fixed object,A,A,25,4,Motorcyclists,M,On WESTERN RING IN-CALDER OUT RAMP 190m NW from Int WESTERN RING IN-KEILOR PARK RAMP OF,307601,N,N,Non Intersection,7576,WESTERN RING IN-CALDER OUT,RAMP,WESTERN RING IN-KEILOR PARK OF,RAMP,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2487271.163,2419334.033
2191005.75,2356722.811,322,T20160019011,2016/08/30 00:00:00+00,20.:4.00,2,1,Collision with vehicle,A,A,26,2,Drivers,F,On PORTLAND-NELSON ROAD 377m E from Int KENNYS LANE,307720,N,N,Non Intersection,5045,PORTLAND-NELSON,ROAD,KENNYS,LANE,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2191005.75,2356722.811
2470502.068,2556949.342,323,T20160019358,2016/09/05 00:00:00+00,00.:1.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On MIDLAND HIGHWAY 234m W from Int MCKENZIE ROAD,309313,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,MCKENZIE,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2470502.068,2556949.342
2470268.216,2401176.604,324,T20160019495,2016/09/03 00:00:00+00,11.:4.00,1,2,Struck Pedestrian,A,01,85,1,Pedestrians,M,At Int of SHAWS ROAD and TARNEIT ROAD,44349,I,I,Intersection,9999,SHAWS,ROAD,TARNEIT,ROAD,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2470268.216,2401176.604
2503287.84,2396426.274,325,T20160019601,2016/09/07 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,A,43,4,Motorcyclists,M,At Int of SOUTH ROAD and STATION STREET,42157,I,I,Intersection,5845,SOUTH,ROAD,STATION,STREET,Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2503287.84,2396426.274
2709412.859,2363422.521,326,T20160019758,2016/09/09 00:00:00+00,10.:1.00,1,4,Collision with a fixed object,A,A,75,2,Drivers,M,On LONGFORD-GOLDEN BEACH ROAD 189m W from Int SURF EDGE DRIVE,308137,N,N,Non Intersection,9999,LONGFORD-GOLDEN BEACH,ROAD,SURF EDGE,DRIVE,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2709412.859,2363422.521
2241901.623,2525031.563,327,T20160019890,2016/09/11 00:00:00+00,11.:4.00,2,1,Collision with vehicle,A,A,28,2,Drivers,M,On WIMMERA HIGHWAY 707m W from Int HORSHAM-NORADJUHA ROAD,308200,N,N,Non Intersection,2110,WIMMERA,HIGHWAY,HORSHAM-NORADJUHA,ROAD,Declared Road,HORSHAM,WESTERN REGION,Country,2241901.623,2525031.563
2508584.843,2408497.734,328,T20160020131,2016/09/14 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,01,73,3,Passengers,F,On UNION ROAD 18m S from Int SUNBURY CRESCENT,308368,N,N,Non Intersection,9999,UNION,ROAD,SUNBURY,CRESCENT,Non Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2508584.843,2408497.734
2508584.843,2408497.734,329,T20160020131,2016/09/14 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,A,71,2,Drivers,F,On UNION ROAD 18m S from Int SUNBURY CRESCENT,308368,N,N,Non Intersection,9999,UNION,ROAD,SUNBURY,CRESCENT,Non Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2508584.843,2408497.734
2522606.548,2413614.874,330,T20160020268,2016/09/16 00:00:00+00,23.:2.00,2,1,Collision with vehicle,A,A,42,4,Motorcyclists,M,On BEMBOKA ROAD 38m N from Int BERRYWOOD WALK,308465,N,N,Non Intersection,9999,BEMBOKA,ROAD,BERRYWOOD,WALK,Non Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2522606.548,2413614.874
2484999.85,2414361.001,331,T20160020393,2016/09/18 00:00:00+00,19.:1.00,1,2,Struck Pedestrian,A,02,72,1,Pedestrians,F,At Int of MCINTYRE ROAD and SUFFOLK ROAD,45059,I,I,Intersection,5517,MCINTYRE,ROAD,SUFFOLK,ROAD,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2484999.85,2414361.001
2288968.765,2499377.127,332,T20160020463,2016/09/19 00:00:00+00,15.:1.00,2,1,Collision with vehicle,A,B,71,2,Drivers,M,On WESTERN HIGHWAY 249m W from Int NITSCHKE ROAD,308488,N,N,Non Intersection,2520,WESTERN,HIGHWAY,NITSCHKE,ROAD,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2288968.765,2499377.127
